dialogue1|dialogue2
1 32 15 90 16 210 347 464 461 464 16 46 31|7 11 180 11 463 31
2 54 15 525 269 15 392 31 384 175 15 11 73 458 126 150 62 75 57 443 15 11 322 31|7 54 15 186 554 31 1611 222 3595 20 1720 38 9089 9 195 75 20 74 80
5 97 15 3858 59 70 15 70 8330 6790 31 3866 35 6149 15 644 31 282 70 419 15 70 8328 58 35 186 416 15 287 3857 97 5782 644 31|6 53 15 54 31 1 178 23 5782 644 6
1 462 37 50 15 172 129 16 8118 37|6 11 1497 35 3725 31
6 32 177 176 16 102 4461 37|7 191 11 457 15 533 162 15 11 34 45 682 47 244 567 31 287 665 15 191 533 170 190 4151 8479 47 38 47 1008 31
5 53 28 15 224 13223 31 27 47 15 120 5737 16 31|3 404 6 6 8350 6 6 27 28 6 382 6 177 1486 302 62 23 320 16 463 528 70 35 401 8241 1883 80 57 37 991 37 11 283 177 2617 302 88 23 37
7 86 15 3877 19 80 4212 31|4 148 31
3 3929 979 946 11 102 9760 47 1896 390 38 88 1239 3929 325 47 1217 1879 9761 31|5 11 210 1571 88 244 836 31
7 16 21 220 916 37 6|1 292 176 37 6
5 16 102 15 11 110 318 4 15 287 11 73 35 425 6331 31|2 11 161 452 35 10586 431 114 281 31
3 53 88 2 30 31 166 1570 220 15 230 2 9 5738 31|2 1114 19004 31 53 114 221 62 2 220 2 185 31 50 17 16 291
4 54 6|1 1486 6
7 3091 6 16 102 88 2 374 172 3269 3747 4 445 15 32 105 210 5 3954|2 382 15 16 102 11 21 35 505 244 836 31 8 35 425 381 15 97 2901 31
7 16 283 16623 31|1 419 15 86 15 410 514 31
4 404 31 3988 59 1915 129 16 37|2 97 31
3 382 15 46 35 496 37 2042 6 6 6 6|5 11 102 6 6 6
7 11 8 15 11 282 15 11 73 59 165 410 104 57 31 32 15 665|6 191 15 11 83 31
3 86 6 6 11 3160 11 73 436 4 23 1 6 11 316 45 749 11 3160 6 11 3236 1657 146 70 57 92 175 114 5222 6|3 53 6 1505 461 16531 6
6 330 31 16 129 59 18 4 749 57 287 15 88 58 59 71 2796 175 20|7 97 31
5 27 28 91 15 83 11 2692 15 54 37 961 104 10334 11 83 18 92 4 20 9680 31|6 3988 457 18 49 13 57 37
4 16 106 162 458 126 44 88 15 106 45 16 37|1 191 15 86 31
6 32 31|7 1799 31
1 86 37|6 148 6 6 148 6 6 38 11 318 16 6
5 16 980 767 525 390 2 1385 15 59 163 75 1154 2687 12908 20 17006 17007 6650 38 222 94 62 2 374 20 526 16 1531 6|1 404 15 16 17 28 31 622 1494 558 34 682 62 94 11 283 15 11 51 4 88 77 244 6524 567 15 11 176 45 34 303 14110 175 907 37
6 28 15 54 15 6343 31|7 86 15 282 11 131 70 11 210 162 445 4 16 6841 282 3988 114 2344 15 282 31
4 221 6 120 58 94 1256 6|1 11 102 6 11 283 35 5799 58 8 464 410 464 303 16545 31
2 384 175 15 7329 6|3 382 15 177 44 16 609 11301 37
5 946 179 15 236 867 16 701 13 132 15 16 34 4 127 20|4 235 3118 15 11 73 203 31 1843 15 210 242 528 29 2 870 101 392 37 18581 105 1727 175
3 120 162 228 88 37|1 191 15 11 3704 20 4456 70 71 265 574 94 287 120 228 120 2 103 244 132 15 38 132 58 458 126 23 1 402 31
2 32 15 235 15 6773 175 224 5520 37|5 419 15 6774 6775 15 6776 6777 15 6778 6779 15 6780 6781 15 38 419 15 6782 4823 31
6 50 37 50 129 16 8 458 126 2978 435 4 47 104 20 4839 37 34 16 96 6698 907 49 20 2984 107 37|1 59 606 114 18548 21 8870 31
1 62 2 72 15 62 2 97 226 1056 31|4 162 37
5 86 15 4501 31|7 32 94
5 3936 189 62 6 27 28 91 15 11 21 22 102 31 129 16 494 13 71 37 129 16 494 13 26 37 44 16 622 318 26 37 44 16 622 318 71 37 27 28 91 15 3861 458 126 353 303 2762 112 230 54 15 32 116 58 62 15 26 241 71 37|7 11 3864 102 31
7 1416 31 11 73 458 126 1509 371 175 1154 61 402 31|4 53 15 640 6
3 11 44 45 102 31 11 283 11 70 47 35 206 15 38 120 2 162 30 15 287|2 287 50 37
1 191 15 346 20 2617 8266 332 7243 38 120 8267 88 331 801 71 94 31 8268 31|5 3858 1406 31 16 129 165 8269 15 6910 847 16 320 11 529 435 13 16 31 11 170 8 876 4 23 1123 31
5 3118 15 16 349 460 75 1 244 35 461 443 94 58 851 54 37|2 59 162 31
3 382 6 382 6 382 6 382 6 6 2114 80 88 15 59 657 16 17 785 3310 114 2768 6|2 50 37 6
1 32 330 419 15 11 2792 222 244 2315 2849 15 287 3861 921 440 47 24 244 2330 15 11 170 289 320 16 125 126 4186 31|5 53 5502 50 15 11 170 921 876 4 4479 244 419 15 191 15 16 31
1 62 2 1843 15 946 105 34 4 150 62 19 80 1062 4954 15 54 15 287 16 17 18 4 82 15 57 58 20 296 1556 15 16 125 126 23 31|5 457 15 242 921 757 35 1757 242 318 31
7 38 90 994 38 11 21 75 57 226 2907 946 11 228 346 242 178 193 324 20 252 15 38 120 228 242 106 45 291 62 244 767 15 242 106 291 62 244 240 15 38 320 11 463 45 344 88 15 90 346 242 178 193 324 20 252 31 11 44 45 102 50 4 44 31|1 11 395 316 45 749 11 73 458 126 181 57 15 287 11 358 994 2 28 31
2 242 129 59 1037 13 236 1865 31|5 320 120 2911 15 11 17701 35 425 15 287 1843 6
1 189 10674 15 9966 31 70 1 110 23 730 713 31|7 464 114 10675 10676 2253 15 75 7064 38 75 8449 15 3993 1668 2306 240 31
1 54 15 54 15 159 15 3988 28 31 3880 419 15 3880 189 35 774 15 3880 1486 324 15 54 15 3880 150 9 7931 7932 15 241 7933|4 97 31 35 774 194 240 31
1 54 15 244 1141 31 149 2 181 15 1859 58 450 74 194 35 6547 38 120 6548 16 63 6308 31 6263 202 6549 120 161 189 35 2985 814 194 20 2984 31 6263 5707 58 16 210 1102 47 104 5219 5220 31 116 44 16 44 37|5 88 2 969 15 5219 5220 31
7 54 6|4 53 15 6976 88 10127 88 16 1171 31
7 382 29 15 16 1171 4 445 4 71 37|3 11 3864 102 31 16 395 15 16 21 24 244 71 37
4 86 6 3858 303 12709 675 31 33 907 60 102 50 303 12709 58 37|5 35 12710 31
4 50 37|1 11 170 291 640 13 5218 107 11 757 19 249 16 31
3 191 15 11 2925 83 31 11 283 86 15 3861 1240 57 546 6773 1440 1211 232 10 31 287 15 11 3864 102 15 3861 59 555 1479 249 62 31|1 191 16 4001 23 31 749 71 11 3927 46 4 23 20 10 6773 435 1392 16 31 11 283 88 5367 58 18 4 2046 6
7 3861 15277 31|6 1799 31
6 11 3864 102 31 153 6 153 6 91 62 6 8525 6|4 27 28 15 545 15 3880 1435 217 15 1435 217 31
2 3903 2181 1759 31|5 6773 7 8197 37
4 97 816 15 16 46 4 452 767 75 7223 5394 31 11 46 4 44 57 31|2 945 444 31
5 3858 71 31 3861 20 540 10 31|3 50 37
2 50 2 435 37|6 191 15 54 15 6642 2 377 35 2212 15 116 271 20 526 1 2 97 4593 1392 31 38 90 242 17 458 126 600 9 1017 15 32 320 16 46 94
3 172 44 16 34 4 774 435 13 47 37 23 35 644 15 8 154 1197 31|6 16 102 15 320 16 46 15 11 161 44 62 13 16 31
3 114 221 15 643 31|2 530 15 449 1092 271 16 1886 1887 13 47 31
4 149 71 15 149 71 150 16 9 399 6|2 86 15 11 358 242 17 797 244 1154 777 728 31 1843 15 614 15 371 129 3818 3819 15 38 3820 3821 2751 94 94 13 8 35 959 80 2503 94 38 94 94 3822 31
7 86 15 7 2 20 8953 644 31 7 2 458 126 23 11585 881 515 38 163 292 1155 230 58 7590 75 35 2644 2703 464 35 223 16 244 27 20 775 12 1073 80 381 31|1 53 88 2 30 31
6 177 463 16 2484 358 88 37|3 244 525 381 15 20 10 175 20 5190 228 11 170 291 35 410 692 6
7 53 15 86 6 533 1027 734 16 75 20 7752 75 224 225 31 62 170 28 867 11 703 13 29 31 7 1092 71 20 881 390 31|7 32 31 4067 16 482 1102 37
3 382 15 16 125 126 44 29 35 1916 15 346 16 48 19 13 29 31|5 53 3903 640 15 114 1076 7082 75 20 2199 2725 31
2 3861 1440 486 249 855 435 114 776 1019 31|7 53 15 162 31
4 97 6 97 15 11 83 59 440 75 35 872 13 204 15 242 322 8 34 4 385 230 6|6 287 320 94
1 395 15 50 16 228 15 249 240 449 75 35 1556 254 242 463 108 23 166 244 1563 540 31|4 53 15 1383 31
2 27 28 15 7 2 2773 129 75 20 6685 31 282 50 37 11 1440 353 9 6063 31|4 54 15 16 46 71 4 154 104 20 2320 37
3 11 316 45 528 57 31|1 382 1334 175 15 1334 175 31 177 277 244 20
4 38 657 3861 1587 3864 16 983 6934 35 1010 31|7 54 31
1 86 37|4 86 31
2 11 102 11 318 16 6|5 32 254 129 242 175 20 379 18 74 4 20 1556 254 105 34 27 20 12105 381 37 11 318 16 31
4 53 114 221 31 53 114 221 204 15 97 15 459 435 20 93 15 553 71 20 93 204 15 553 71 20 93 15 553 71 20 93 15 553 71 20 31 31 31|1 16 17 431 71 37
2 88 2 28 31|4 50 2 435 29 37
2 1453 6 54 31 2042 6 54 31 344 11 170 15 11 170 35 425 1085 249 4519 1493 31 32 20 1649 983 559 71 19 244 9 4066 31 11 125 126 10813 175 16 674 6|5 54 15 230 58 20 381 31 242 34 4707 35 165 14238 2386 1673 244 16 75 1 6 27 80 224 1037 129 75 1 38 224 765 6
4 53 97 31 16 51 175 1154 439 158 37|7 97 31 11 51 13 15 1081 101 15 57 1093 1159 31
7 97 15 457 777 105 248 175 114 2045 31 38 90 15 105 5942 435 15 38 90 15 105 106 75 114 321 31|1 38 15 395 15 38 90 11 2888 47 31
2 90 11 970 45 34 4 127 16 31|1 32 16 125 126 528 395 15 6755 402 37
2 382 6 550 15215 170 20 833 80 195 16 463 5 120 710 4 23 190 31|1 20 1216 176 622 14734 31
6 191 15 86 6 287 11 73 59 458 126 189 1865 3176 31 54 37 97 269 550 30 11267 6|2 86 15 410 244 16 31 282 16 17 3458 15 16 298 175 20 9249 31
1 191 15 53 8 419 15 11 170 8 289 15 261 16 38 11 824 435 15 176 16 150 20 5190 88 170 250 20 186 917 80 8100 38 250 20 8101 450 814 37|7 419 86 15 287 101 3858 994 38 71 75 5627 38 20 8101 450 814 31
2 3877 854 3880 8 48 141 767 31|5 53 3118 15 157 767 158 15 3877 75 318 31
1 11 44 45 60 102 50 88 2 244 31|3 16 102 50 37 11 358 11 73 458 126 347 230 38 654 239 7 2 54 31
3 15369 16 1989 435 15 699 3858 32 5345 6|4 223 16 6 38 101 320 7105 849 71 15 11 34 4 48 4 20 1153 253 31
4 30 4 1102 16 31|7 193 71 31
5 191 3903 35 1700 843 6|3 4855 6 11 83 410 104 3526 6
1 124 37 53 97 6 50 596 37 1843 1843 15 254 129 16 37 31 1843 15 11 161 23 28 1 31|5 170 88 16008 37 58 120 435 37
7 97 15 287 57 2186 5389 58 650 6|5 382 6
7 53 6 97 15 59 162 31|1 191 15 88 2 1486 31 32 176
5 1489 15 222 15 50 2 75 20 2710 37|2 11 44 45 102 15 235 31 149 2 189 35 91 31
1 991 37 53 15 11 21 12837 6|4 35 12838 37
1 296 526 4 4379 31|4 384 175 204 553 71 20 2773 6 222 33 59 102 50 3929 578 249 6 11 83 303 1302 6137 6
7 53 15 382 408 6 11 748 242 228 1506 37|4 86 395 15 282 50 395 15 149 2 11336 62 31
7 86 15 11 170 486 88 346 242 463 48 92 4 443 2767 38 1435 435 9 6801 1041 31 38 15 53 15 614 15 114 1076 6802 15 7 1015 71 4 189 35 2058 80 35 4391 31|5 16 102 15 242 3864 162 189 2777 80 785 75 20 299 31
2 86 15 11 44 358 3858 111 57 526 31 86 15 3905 449 1905 31 404 15 3861 239 31|7 16 162 239 37
5 123 230 88 35 7353 21 7354 175 7355 1739 186 187 31 254 794 106 141 7356 37|1 191 15 3861 458 126 48 344 47 31 11 46 4 879 47 24 15 50 44 16 358 7357 70 37
2 11 3997 749 57 31 44 16 358 88 224 765 463 451 766 244 62 37|5 11 3864 102 15 114 115 1029 1401 80 47 354 175 47 4476 252 31 3929 2476 20 1153 244 47 2822 31 38 552 1312 6063 114 770 332 7 5591 244 726 3789 13154 4 13580 31
6 16 17 59 541 20 11168 883 37|2 97 15 97 15 97 15 11 44 45 654 1664 11168 31 261 11 170 4920 533 9075 75 57 17970 1451 31 11 1497 32 1853 88 8 20 748 80 767 651 71 1770 31
7 53 97 15 11 83 35 3095 184 6 11 306 114 3090 726 777 3096 31|5 94 38 90 7 3097 734 3098 31
2 38 88 302 23 37|3 11 15 614 15 316 45 5 16 31
6 191 15 62 2 640 88 16 17 74 6 177 129 16 37|7 410 15 410 15 331 58 410 94
1 177 2636 95 16 15 48 150 3532 6 16 15 553 26 74 726 1927 6 11 73 458 126 48 150 35 2985 15 38 11 46 163 92 329 75 63 1267 6 222 6|5 154 62 31 154 62 6
5 224 8212 219 37|3 86 15 54 31
6 40 54 15 320 57 1403 58 458 126 4285 743 561 20 63 80 16 15 90 346 11 178 8 173 62 31|2 97 6 3342 6 11 318 62 6 62 58 35 640 2516 6 75 1638 15 172 3864 16 48 814 38 40 244 20 223 16 768 37
6 38 57 58 220 31|4 122 6
4 29 31|3 382 408 15 44 16 897 1288 37
5 57 58 32 1600 6 3858 32 15910 6 64 377 1154 2058 31 177 44 11 91 37|3 35 425 1936 31
3 38 15 35 15354 6 191 15 250 35 15354 31 457 15 3858 8 2710 31 3858 460 35 461 2978 194 20 3976 3503 38 11 170 13604 4 131 5391 32|4 53 644 6 57 58 32 640 6 11 457 131 70 3861 18 175 35 401 61 6 442 15 11 34 35 11082 80 663 7064 15 38 3861 325 1927 88 491 435 4 249 1 31
5 38 62 2 59 464 320 16 34 35 535 2 5935 4 3571 175 31|2 191 97 15 287 614 31
7 419 15 176 120 504 16 4 384 230 38 44 57 37|1 53 15 97 31 104 777 11 34 4 150 16 4 4454 31 90 242 161 344 320 120 1015 4 384 74 31
7 53 3118 15 384 175 15 34 35 2061 80 3397 15 3920 96 460 615 4 1813 104 883 31|2 3903 28 31 114 184 3875 34 552 5335 75 71 6 53 15 3903 9066 6 9067 31
4 54 6 3936 48 13 836 6 3936 48 6 3936 48 13 836 31|3 3936 23 503 31
3 72 15 90 16 48 4 88 1673 38 16 5339 4 23 431 6642 31 38 16932 16 384 4 114 1556 38 11 161 150 16 410 38 4220 6|6 16 21 62 6 2396 287 59 175 20 399 88 16 651 15 1843 15 946 11 8 44 45 46 4 48 74 4 20 1722 253 31
3 91 15 114 2196 9947 71 435 13 2294 1573 4 35 640 1621 31|5 11 463 323 4148 104 35 1621 31
3 53 15 7 170 57 2985 6137 242 87 75 3078 31|6 53 31 8528 31 27 28 15 288
4 50 37 3275 15 236 15 3118 15 3118 15 11 102 16 17 11038 38 11 150 35 226 5727 19 80 62 15 242 27 44 457 15 287 320 16 9808 35 3656 70 57 88 58 70 35 4127 1392 11039 6 59 11039 15 6945 6|6 57 58 6945 37 6 54 15 32 4 16 15 1668 58 6945 37 6 88 2 162 1252 31 230 2 236 665 15 11040 395 15 282 15 7425 5657 10004 2382 194 282 15 20 3787 11041 80 11042 2956 31 11 283 15 16 162 381 57 278 410 37 43 11 44 31
3 191 15 1107 16 774 62 324 13 3411|7 11 316 45 44 88 6
3 3275 31|7 16 110 111 44 24 15 241 11 73 458 126 2978 19 88 2235 28 101 6 191 37 129 16 458 126 37
2 86 6 11 3045 11 210 44 62 31|5 54 15 242 2416 16 35 2516 31
5 153 15 120 2 4148 15 88 1239 242 210 94|2 404 15 287 242 34 4 23 2004 31
5 11 102 15 38 90 27 80 20 98 224 184 6407 734 224 281 31 38 224 70 6408 15 150 501 230 6 265 16 102 15 287 80 728 15 70 15 867 88 16 316 45 2484 358 80 383 713 15 38 16 316 45 15 16 102 15 154 50 224 291 31 32 62 2 293 70 15 16 17 15 16 102 31 16 102 94 31 16 44 45 102 6|1 224 184 15 224 664 71 15 224 664 71 15 249 224 184 15 50 58 20 869 13 16 37
2 16 102 50 15 346 11 44 45 353 4 34 2354 31 16 102 346 11 8 358 11|7 5281 6 210 11 34 224 1369 15 392 15 375 644 15 541 35 2818
4 54 37 16 797 37|3 86 15 11 11 3864 46 4973 4 344 47 70 57 31
3 203 15 88 170 2400 31|6 53 15 2401 425 2402 58 2403 4 1668 31 242 178 882 726 2404 31
7 71 555 31 16 102 50 37 11 8 930 24 31 11 44 45 125 126 48 814 31|6 640 6 1843 94 11 161 48 150 20 10613 1964 31
4 53 15 53 152 31 72 191 15 101 88 11 73 435 11 73 18 4 48 4 20 2221 31|3 1 16 48 130 94 57 58 45 431 31
1 50 37 254 37|3 28 431 1 6 28 1 6 11819 6
7 97 15 16 106 28 15 16 106 28 31 11 283 15 7207 21 4 553 114 3436 232 554 31|5 97 16 3864 6 97 15 97 15 97 15 11 181 16 34 4 553 224 2822 232 554 31
6 97 15 29 6 16 2686 114 2985 2143 16 34 4 5947 62 74 31|3 11 3864 46 4 5947 27 20 526 74 271 128 15 11 150 32 5500 31 12090 6 177 249 16 384 13 71 37
6 53 404 15 11 344 50 16 283 31 88 91 58 12702 31|3 814 263 814 15 991 37 30 4 15 395 15 150 74 4 1653 31 669 242 102 177 20 454 3942 458 126 48 324 31 11 348 3857 97 1554 244 27 88 12703 9061 15 5502 37 288 15 6846 6
1 86 15 120 96 8995 371 13254 6 97 15 11 8 1223 1114 16815 17453 6|7 53 114 221 6 176 16 445 4 26 37
7 27 28 31|2 124 31
4 153 15 11 34 4 48 2541 31 62 162 33 37|1 62 33 31 62 162 38 5968 33 31
7 54 15 3861 4663 4 181 57 15 287 3880 1435 62 435 254 242 168 324 31|3 384 175 1059 15 3864 48 31 392 37 50 44 16 181 37
2 11 83 31 11 73 88 1505 31|4 86 15 38 38 15 11 73 8 458 126 766 244 57 13 35 1571 31
5 50 37|6 382 6 53 6
1 11 83 17584 94 11 283 20 1638 88 16 302 452 114 5648 777 70 88 31 11 283 15 16 17 303 1786 1076 15 16 102 88 37|3 53 94 395 94 91 94 107 16 94
1 16 3864 358 3858 35 425 2617 88 16 150 27 114 4206 8 6841 16|5 11 3864 358 20 11451 129 436 4 1069 4 1563 540 31
1 59 70 57 6|6 382 31
6 57 1556 58 5705 6|1 16 102 15 242 178 8 48 15 11 16025 8887 59 458 126 882 383 230 6 57 146 58 1293 6
5 3300 6|5 29 6 29 6 29 6 14393 6
1 71 37 97 31|7 203 15 1352 296 31
5 86 15 11 283 242 349 21 35 206 18 175 28 101 31 38 15 669 15 230 105 110 34 1062 776 253 31|3 11 463 150 35 1800 6
4 122 2893 15 170 11 18 35 425 555 2004 37|1 53 114 221 31
5 191 15 11 70 11502 31|7 54 15 16 482 1375 402 37
7 53 114 221 15 653 6|2 53 130 15 11 73 32 2027 80 16 6
4 86 31|1 50 210 11 181 15 16 2591 224 554 31 194 101 175 20 296 297 6773 18 4 1329 371 1060 983 58 71 31
3 1236 6 88 2 172 31|1 382 6642 203 4 8 1815 271 70 57 15 210 11 384 75 37
6 686 6 120 1015 4 1152 20 187 1284 114 321 74 244 71 31|4 148 15 2980 31 16 482 15 384 175 15 57 9974 34 4 1102 9887 6 57 58 114 525 554 244 26 4 344 20 503 220 31 5502 20 9975 62 23 640 320 120 170 114 6212 220 31 148 15 27 28 6 129 29 38 235 74 37
2 214 31|4 214 15 86 31
1 419 15 3903 54 15 152 31|7 382 15 16 3864 34 4 1386 31 16 8 34 4 2093 31
4 97 37 27 28 15 230 2 20 2620 614 15 29 228 50 7 228 15 946 614 15 11 73 1898 4 16 31|7 530 31
3 3 31 242 8 1181 249 146 31|6 50 146 37
2 5502 50 37 62 162 4608 71 19 4622 540 7725 68 2040 31|4 203 31 3861 32 10270 6 3871 460 243 244 57 244 1577 6 11 21 114 321 10271 6 11 21 454 1900 6 3861 541 26 35 165 7907 7573 31
6 7329 6 6806 458 126 654 16 2541 6 3929 21 680 244 163 6 101 15 3858 555 1108 244 71 15 287 1966 224 712 6|2 54 6 20 12419 322 23 230 75 9822 988 31 220 332 59 4638 31 101 15 55 332 4 451 6 235 15 3905 458 126 500 13
7 11 102 31 11 102 15 38 261 7 4664 4 71 15 163 228 4665 45 44 62 15 7 2 8 458 126 44 4 16 50 7 176 4 220 15 699 38 101 11 131 32 1505 31|4 395 94 53 15 1160 15 16 129 32 1505 31 53 15 242 129 667 32 1505 31
2 4855 62 6|1 7772 129 190 11174 15 482 6
5 16 228 88 16 2959 27 88 354 946 326 760 48 13 15244 15 7854 15 38 327 6|2 159 6 320 16 46 71 4 1509 20 760 15 3936 1509 20 760 31 75 1638 15 3936 48 734 114 253 28 101 38 5502 357 20 4554 175 31
2 53 162 37 6|6 404 15 38 951 7 58 216 4 9 11159 15 287 7 228 7 302 157 47 244 71 31 38 11 228 15 14833 15 3500 14815 15 129 16 239 37 699 3500 14815 228
3 38 20 5153 1187 20 11456 6|6 97 6 6 6436 88 2 59 35 11456 15 88 2 8 303 1217 11457 6
6 530 6|6 58 88 35 454 11292 3904 37 62 278 162 2930 31
3 27 28 31|3 11 3864 102 177 4 6310 31
2 86 15 191 11 229 23 320 11 87 20 4722 6 11 283 15 11 463 44 27 57 146 31 296 11 44 45 31|4 53 15 222 15 14 15 16 44 1486 360 31
3 3861 35 644 31|5 11460 883 31
2 6061 6 80 728 15 62 170 6061 6 176 62 394 70 6061 37|1 53 15 640 31 62 2 3483 4 6463 15 88 322 654 62 969 4 150 35 2985 31
5 86 15 120 463 45 385 801 20 3646 318 31|6 148 15 150 35 253 31
5 11 749 75 1936 15 3156 8513 292 275 175 114 2253 6|6 3877 8 578 15 38 5502 50 37 8 946 11 358 3877 3652 15553 3875 283 15550 458 126 1993 31
3 114 221 31|4 29 31
7 872 2596 31|6 53 31
3 50 2058 37 6|7 20 2058 80 114 2253 6 75 224 2541 6
4 122 31 475 15 16 21 114 4222 31|1 86 15 53 382 15 16 129 28 175 443 31
4 3903 28 15 11 125 126 44 62 13 16 6 3871 460 876 4 2907 62 15 287 16 8 228 27 20 28 360 31|3 6979 176 37
3 11 44 70 17613 31|2 221 15 57 17379 146 58 32 13395 31 1 2 17614 17379 15 17615 17616 1 129 32 1853 1199 4 48 15 38 57 58 70 20 1001 352 80 1154 1155 31
4 97 236 15 11 83 59 2475 16 452 2662 175 114 1059 6|6 172 59 6
4 2318 15 3118 15 11 358 57 58 20 375 381 88 8696 532 596 4 16 31 11 283 16 2055 4 150 19 175 224 776 288 6 38 16 102 261 11 176 62 15 1705 104 777 11 170 2403 15 38 91 104 71 101 6 3861 20 296 1008 185 58 2027 80 6 54 15 191 57 58 15 57 58 50 3988 458 126 44 31 3988 458 126 150 35 692 15 3988 458 126 150 303 2312 15 38 90 3936 451 16 38 16 210 347 13 240 31 28 462 15 120 210 347 13 240 37|6 80 728 15 86 6
1 16 70 62 28 37|2 53 853 31 11 70 62 60 269 175 16 272 11 176 175 8451 8452 31 204 6 204 6 3861 723 6
3 54 31|6 27 28 15 32 15 54 94
3 3861 458 126 23 175 63 1717 5188 6|7 53 15 3903 640 6 6
7 114 5337 1605 58 2504 37|7 57 178 23 503 31
4 382 15 382 15 382 15 382 15 1336 541 435 2047 6|7 149 48 6
4 3988 59 20 644 292 168 20 1273 93 31|7 97 3903 114 4340 31
7 3861 2265 15 38 11 3915 766 244 57 9743 31|1 54 15 9744 244 16 31
6 382 15 38 90 2254 31|4 53 15 40 404 15 287 11 3997 41 555 277 31 396 58 377 71 19 4 65 402 15 7 228 7 332 35 226 2386 2820 31
7 239 6|7 129 16 54 37 3960 25 37
5 6976 35 2058 80 204 31 38 3903 71 31 38 3903 71 38 204 31 6471 15 88 58 35 2058 80 1154 777 852 464 35 216 1804 31|2 530 6 88 58 35 640 2058 6
7 50 2 88 37 50 37 11 1223 114 416 31 50 58 62 37|7 97 15 97 15 344 37 344 37 382 15 62 2 6024 31 382 15 62 2 6024 6
4 97 15 3861 8 723 11 302 96 44 88 4 16 6 54 15 55 15 3858 12608 443 6|6 32 15 101 15 408 15 57 58 35 2704 2422 12608 15 3901 62 37
7 9625 6 58 57 15 2189 220 15 88 16 559 4 20 2829 1673 15 220 37|5 53 15 271 20 526 15 88 58 47 1700 416 31
2 382 6 4067 62 48 37|3 86 31 2205 176 7235 181 37
4 53 15 11 44 45 102 31 11 44 45 102 31|2 16 17 18 4 445 4 26 6 282 50 37 242 651 35 1056 15 11 654 224 1139 38 11 181 16 17 18 4 445 4 26 31
2 27 28 15 384 175 15 10707 73 1108 244 12 6|1 177 44 16 102 37 16 44 45 34 35 528 31
2 8 48 435 4 47 38 504 47 19 31 53 15 50 2 20 531 381 88 463 1993 37|5 11 463 1265 31
5 404 6 404 6 3861 410 6 129 16 410 37 129 16 410 37 58 13430 13431 16 13432 37 6|2 86 31 3861 54 31 3861 13433 35 425 2188 15 210 11 34 224 3904 37
5 404 31 28 254 37|2 75 20 7832 254 5502 3858 27 68 38 578 38 68 38 578 38
7 16 17 35 4058 833 80 13466 31|6 29 15 16 316 45 654 132 44 24 105 44 45 46 4 44 31 749 71 15 1 2 24 11 349 460 876 4 150 6642 4 44 75 735 38 1 2 94 7 2 8 94
3 16 1029 35 1311 219 31 3903 20 4407 31 3988 508 6|1 395 457 15 11 1269 20 1660 107 20 2762 61 31 32 2450 15 2450 11 3915 774 552 2047 31 152 244 6951 271 866 31
2 7 2 94 1154 906 31|5 261 242 106 37
3 384 175 91 482 15 44 45 2907 31|1 38 20 1554 11 73 291 57 58 946 11 83 29 2 1076 31 38 320 16 106 35 410 1076 15 16 110 23 291 20 429 381 31
5 282 50 15 11 102 50 322 3755 16 482 435 6 11 87 35 425 445 13 20 983 75 454 2346 15 183 592 249 27 20 775 12 16 349 460 291 38 88 35 425 2829 3790 1093 23 75 2201 31|7 13891 16662 332 460 651 75 224 416 4 20 454 2346 299 16663 31
2 382 482 6|3 122 6
4 80 728 7 322 6 287 235 20 1401 1138 381 58 16 6057 883 6|5 5502 50 37 533 293 34 31
1 11 125 126 181 62 2 59 103 410 31|4 382 462 94
2 3960 775 4 749 37|4 191 5502 15 3858 16 482 31 1198 44 57 833 80 146 6 5502 37 11 283 15 1198 106 458 126 150 216 75 845 38 90 16 7853 19 6 11 348 3861 59 2011 946 11 3864 344 16 482 18 49 13 62 31 3861 203 31
4 3960 57 37 58 57 7234 252 10437 37|5 344 15 346 3903 20 525 242 6804 457 7787 31
3 322 16 359 92 15 3866 8 35 3610 10 31|5 91 16 3864 560 15 9506 58 650 31 5502 3988 96 102 3960 458 126 570 435 1360 15 16 48 19 244 35 1804 80 5137 38 570 435 175 35 9520 258 4 9521 9522 6
4 86 15 62 170 2340 444 75 2341 31 62 170 867 20 14618 1262 14619 38 13736 38 11 21 165 4220 6 38 242 784 435 854 6 244 7790 1267 6|6 116 1239 120 87 35 1804 14620 38 35 2499 10300 175 20 4566 31
4 11 102 15 62 2 650 31 62 2 650 31 62 2 32 277 111 272 50 11 87 104 7643 7644 31 20 354 58 640 94|1 210 242 15 210 242 8 154 244 35 1335 37 292 228 24 111 302 384 2622 15 991 37 16 176 45 749 71 31 11 183 16 851 170 458 126 12 19 31 16 102 50 37 57 121 244 35 3504 80 18416 8671 31
1 53 28 31 28 31 153 15 237 20 443 11 395 15 11 5614 16 92 38 14565 16 7134 16 4275 37 3905 374 555 1217 4 44 88 101 31|7 3936 284 237 88 465 15 946 3858 261 11 21 27 80 371 14566 31
3 4374 6 3858 35 2386 15 287 3858 458 126 23 2147 866 946 120 228 120 170 458 126 23 190 3079 104 12 244 35 657 31|7 53 97 15 86 31
1 530 6 50 35 1502 31|7 191 15 11 34 4 5 16 15 11 170 1165 4253 13 224 926 175 6522 5421 31 86 15 62 6523 851 88 11 34 3115 31
